BOLD sample ID	Family	Species	GenBank Accession	Sequence length	Country	Lat	Lon
ZMUO.003843	Cerambycidae	Pseudovadonia livida	KJ963817	658[0n]	Finland	61.065	28.195
ZMUO.003844	Cerambycidae	Pseudovadonia livida	KJ963969	658[0n]	Finland	61.065	28.195
ZMUO.003845	Cerambycidae	Pseudovadonia livida	KJ962855	616[0n]	Finland	61.065	28.195
ZMUO.005679	Chrysomelidae	Psylliodes affinis	KJ966927	658[0n]	Finland	60.165	19.534
ZMUO.005681	Chrysomelidae	Psylliodes affinis	KJ962778	652[0n]	Finland	60.165	19.534
ZMUO.003710	Chrysomelidae	Psylliodes affinis	KJ965822	658[0n]	Finland	61.488	23.348
ZMUO.004425	Chrysomelidae	Psylliodes affinis	KJ963841	658[0n]	Finland	60.176	24.698
ZMUO.004595	Chrysomelidae	Psylliodes affinis	KJ964721	658[0n]	Finland	59.837	23.019
ZMUO.004596	Chrysomelidae	Psylliodes affinis	KJ964954	658[0n]	Finland	59.837	23.019
ZMUO.004598	Chrysomelidae	Psylliodes affinis	KJ964443	658[0n]	Finland	59.837	23.019
ZMUO.004590	Chrysomelidae	Psylliodes affinis	KJ965047	658[0n]	Finland	60.227	25.166
ZMUO.004591	Chrysomelidae	Psylliodes affinis	KJ964569	658[0n]	Finland	60.227	25.166
ZMUO.004592	Chrysomelidae	Psylliodes affinis	KJ962626	658[0n]	Finland	60.227	25.166
ZMUO.007218	Chrysomelidae	Psylliodes affinis	KJ961871	658[0n]	Finland	60.526	27.737
ZMUO.004593	Chrysomelidae	Psylliodes affinis	KJ961985	658[0n]	Finland	60.609	27.213
ZMUO.004594	Chrysomelidae	Psylliodes affinis	KJ966939	658[0n]	Finland	60.609	27.213
ZMUO.004597	Chrysomelidae	Psylliodes affinis	KJ964204	658[0n]	Finland	60.609	27.213
ZMUO.000536	Chrysomelidae	Psylliodes crambicola	KJ965632	658[0n]	Finland	60.013	20.966
ZMUO.000537	Chrysomelidae	Psylliodes crambicola	KJ964667	658[0n]	Finland	60.013	20.966
ZMUO.000538	Chrysomelidae	Psylliodes crambicola	KJ962171	658[0n]	Finland	60.013	20.966
ZMUO.007392	Chrysomelidae	Psylliodes crambicola	KJ963042	658[0n]	Finland	59.825	23.046
ZMUO.005177	Chrysomelidae	Psylliodes crambicola	KJ963153	641[1n]	Finland	59.825	23.014
ZMUO.005178	Chrysomelidae	Psylliodes crambicola	KJ962507	622[0n]	Finland	59.825	23.014
ZMUO.005549	Chrysomelidae	Psylliodes dulcamarae	KJ962501	627[1n]	Finland	60.154	19.602
ZMUO.005551	Chrysomelidae	Psylliodes dulcamarae	KJ963567	629[0n]	Finland	60.154	19.602
ZMUO.005660	Chrysomelidae	Psylliodes dulcamarae	KJ967275	658[0n]	Finland	60.165	19.534
ZMUO.005682	Chrysomelidae	Psylliodes dulcamarae	KJ963774	658[0n]	Finland	60.165	19.534
ZMUO.007390	Chrysomelidae	Psylliodes dulcamarae	KJ962595	658[0n]	Finland	59.825	23.046
ZMUO.004672	Chrysomelidae	Psylliodes marcidus	KJ962129	658[0n]	Finland	59.825	23.010
ZMUO.004673	Chrysomelidae	Psylliodes marcidus	KJ961763	658[0n]	Finland	59.825	23.010
ZMUO.004577	Chrysomelidae	Psylliodes napi	KJ964898	631[0n]	Finland	61.427	29.347
ZMUO.004407	Chrysomelidae	Psylliodes napi	KJ962327	606[0n]	Finland	60.185	24.698
ZMUO.004570	Chrysomelidae	Psylliodes napi	KJ965385	658[0n]	Finland	61.469	29.444
ZMUO.004571	Chrysomelidae	Psylliodes napi	KJ965681	658[0n]	Finland	61.469	29.444
ZMUO.004572	Chrysomelidae	Psylliodes napi	KJ963020	658[0n]	Finland	61.469	29.444
ZMUO.004574	Chrysomelidae	Psylliodes napi	KJ963112	658[0n]	Finland	61.469	29.444
ZMUO.004575	Chrysomelidae	Psylliodes napi	KJ963152	658[0n]	Finland	61.469	29.444
ZMUO.004576	Chrysomelidae	Psylliodes napi	KJ963058	658[0n]	Finland	61.469	29.444
ZMUO.004649	Chrysomelidae	Psylliodes napi	KJ963577	658[0n]	Finland		
ZMUO.003722	Chrysomelidae	Psylliodes napi	KJ963705	658[0n]	Finland	61.261	23.953
ZMUO.006512	Chrysomelidae	Psylliodes napi	KJ966865	658[0n]	Finland	61.554	29.512
ZMUO.007494	Chrysomelidae	Psylliodes napi	KJ964787	651[0n]	Finland	61.199	26.041
ZMUO.007304	Chrysomelidae	Psylliodes napi	KJ965049	658[0n]	Sweden	56.516	16.441
ZMUO.004854	Coccinellidae	Psyllobora vigintiduopunctata	KJ967506	658[0n]	Finland	60.164	24.694
ZMUO.005375	Coccinellidae	Psyllobora vigintiduopunctata	KJ965216	658[0n]	Finland	61.456	27.403
ZMUO.006441	Coccinellidae	Psyllobora vigintiduopunctata	KJ965785	658[0n]	Sweden	56.750	16.547
ZMUO.007828	Ptiliidae	Ptenidium formicetorum	KJ962041	657[0n]	Sweden	56.794	16.571
ZMUO.007829	Ptiliidae	Ptenidium formicetorum	KJ962489	657[0n]	Sweden	56.794	16.571
ZMUO.007807	Ptiliidae	Ptenidium nitidum	KJ966856	658[0n]	Finland	60.196	24.593
ZMUO.007856	Ptiliidae	Ptenidium nitidum	KJ962826	658[0n]	Finland	61.558	29.550
ZMUO.007857	Ptiliidae	Ptenidium nitidum	KJ965583	658[0n]	Finland	61.558	29.550
ZMUO.007814	Ptiliidae	Ptenidium punctatum	KJ961842	657[0n]	Finland	60.239	19.486
MP00336	Ptiliidae	Ptenidium pusillum	JN297959	658[0n]	Finland	60.047	19.977
ZMUO.003047	Agyrtidae	Pteroloma forsstromii	KJ962450	658[0n]	Finland	67.699	29.715
ZMUO.007369	Agyrtidae	Pteroloma forsstromii	KJ962071	658[0n]	Finland	67.011	27.221
ZMUO.007370	Agyrtidae	Pteroloma forsstromii	KJ964279	658[0n]	Finland	67.011	27.221
ZMUO.000484	Carabidae	Pterostichus adstrictus	KJ965468	658[0n]	Finland	65.116	25.829
ZMUO.000533	Carabidae	Pterostichus adstrictus	KJ962831	658[0n]	Finland	65.116	25.829
ZMUO.000610	Carabidae	Pterostichus adstrictus	KJ962758	658[0n]	Finland	65.116	25.829
ZMUO.004291	Carabidae	Pterostichus adstrictus	KJ967289	658[0n]	Finland	65.811	24.692
ZMUO.004292	Carabidae	Pterostichus adstrictus	KJ964662	658[0n]	Finland	65.811	24.692
ZMUO.007542	Carabidae	Pterostichus aethiops	KJ964501	617[0n]	Finland	60.183	24.700
ZMUO.001334	Carabidae	Pterostichus crenatus	KJ967120	658[0n]	Finland	64.969	24.720
ZMUO.001574	Carabidae	Pterostichus crenatus	KJ967517	658[0n]	Finland	64.969	24.720
ZMUO.005120	Carabidae	Pterostichus crenatus	KJ962522	658[0n]	Finland	61.442	27.381
ZMUO.001879	Carabidae	Pterostichus crenatus	KJ967382	658[0n]	Finland	59.934	20.947
ZMUO.001349	Carabidae	Pterostichus crenatus	KJ964983	658[0n]	Finland	59.941	20.881
ZMUO.006794	Carabidae	Pterostichus diligens	KJ963963	647[0n]	Finland	65.781	24.212
ZMUO.007081	Carabidae	Pterostichus diligens	KJ966469	658[0n]	Finland	60.232	19.919
ZMUO.000821	Carabidae	Pterostichus diligens	KJ965929	658[0n]	Finland	60.435	26.870
ZMUO.001624	Carabidae	Pterostichus diligens	KJ963468	658[0n]	Finland	60.175	22.134
ZMUO.004428	Carabidae	Pterostichus diligens	KJ962994	658[0n]	Finland	60.200	25.028
ZMUO.005125	Carabidae	Pterostichus diligens	KJ962919	658[0n]	Finland	61.450	27.413
ZMUO.007201	Carabidae	Pterostichus diligens	KJ966171	658[0n]	Finland	60.526	27.737
ZMUO.004268	Carabidae	Pterostichus melanarius	KJ962344	658[0n]	Estonia	57.991	25.938
ZMUO.004469	Carabidae	Pterostichus melanarius	KJ966809	658[0n]	Finland	60.430	22.168
ZMUO.005115	Carabidae	Pterostichus melanarius	KJ964239	658[0n]	Finland	61.456	27.403
ZMUO.005643	Carabidae	Pterostichus minor	KJ965228	658[0n]	Finland	60.012	20.186
ZMUO.001037	Carabidae	Pterostichus minor	KJ965152	658[0n]	Finland	60.012	20.186
ZMUO.001038	Carabidae	Pterostichus minor	KJ966051	658[0n]	Finland	60.012	20.186
ZMUO.000963	Carabidae	Pterostichus minor	KJ967214	658[0n]	Finland	60.233	19.919
ZMUO.005350	Carabidae	Pterostichus minor	KJ964723	658[0n]	Finland	60.155	24.721
ZMUO.005601	Carabidae	Pterostichus niger	KJ961928	629[0n]	Finland	60.211	20.240
ZMUO.005420	Carabidae	Pterostichus niger	KJ962354	658[0n]	Finland	61.456	27.403
ZMUO.006502	Carabidae	Pterostichus niger	KJ966792	658[0n]	Finland	61.554	29.512
ZMUO.004724	Carabidae	Pterostichus niger	KJ964351	658[0n]	Finland	60.267	22.258
MP00402	Carabidae	Pterostichus niger	HQ559251	658[0n]	Finland	59.853	22.439
ZMUO.005642	Carabidae	Pterostichus nigrita	KJ962824	658[0n]	Finland	60.012	20.186
ZMUO.005117	Carabidae	Pterostichus nigrita	KJ967100	655[0n]	Finland	61.456	27.403
ZMUO.007229	Carabidae	Pterostichus nigrita	KJ964786	658[0n]	Finland	60.526	27.737
ZMUO.007230	Carabidae	Pterostichus nigrita	KJ962299	658[0n]	Finland	60.526	27.737
ZMUO.000482	Carabidae	Pterostichus oblongopunctatus	KJ962564	658[0n]	Finland	65.116	25.829
ZMUO.006792	Carabidae	Pterostichus oblongopunctatus	KJ963063	658[0n]	Finland	65.781	24.212
ZMUO.004259	Carabidae	Pterostichus oblongopunctatus	KJ964909	658[0n]	Finland	65.033	25.420
ZMUO.004389	Carabidae	Pterostichus oblongopunctatus	KJ962025	631[0n]	Finland	61.456	27.403
ZMUO.003274	Carabidae	Pterostichus rhaeticus	KJ962784	658[0n]	Finland	65.237	26.232
ZMUO.000611	Carabidae	Pterostichus rhaeticus	KJ966605	658[0n]	Finland	65.116	25.829
ZMUO.006699	Carabidae	Pterostichus sp.	KJ965176	658[0n]	Finland	60.090	19.917
ZMUO.001039	Carabidae	Pterostichus sp.	KJ965618	658[0n]	Finland	60.012	20.186
ZMUO.001040	Carabidae	Pterostichus sp.	KJ963663	658[0n]	Finland	60.012	20.186
ZMUO.001041	Carabidae	Pterostichus sp.	KJ963257	658[0n]	Finland	60.012	20.186
ZMUO.001824	Carabidae	Pterostichus strenuus	KJ964557	658[0n]	Finland	60.070	19.960
ZMUO.004414	Carabidae	Pterostichus strenuus	KJ966436	658[0n]	Finland	60.164	24.713
ZMUO.005378	Carabidae	Pterostichus strenuus	KJ967082	637[0n]	Finland	61.456	27.403
ZMUO.007804	Ptiliidae	Pteryx suturalis	KJ966375	628[0n]	Finland	60.070	23.865
ZMUO.007595	Ptinidae	Ptilinus fuscus	KJ962798	658[0n]	Finland	61.030	25.104
ZMUO.007596	Ptinidae	Ptilinus fuscus	KJ966890	658[0n]	Finland	61.030	25.104
ZMUO.005166	Ptinidae	Ptilinus fuscus	KJ964190	651[0n]	Finland	60.115	24.640
ZMUO.007846	Ptiliidae	Ptiliola kunzei	KJ963915	658[0n]	Finland	66.333	29.533
ZMUO.007859	Ptiliidae	Ptiliola kunzei	KJ963913	658[0n]	Finland	61.558	29.550
ZMUO.007847	Ptiliidae	Ptiliolum sahlbergi	KJ967497	633[0n]	Finland	66.333	29.533
ZMUO.007848	Ptiliidae	Ptiliolum sahlbergi	KJ966153	658[0n]	Finland	66.333	29.533
ZMUO.007841	Ptiliidae	Ptilium exaratum	KJ963999	658[0n]	Finland	60.216	20.237
ZMUO.007842	Ptiliidae	Ptilium exaratum	KJ962499	658[0n]	Finland	60.216	20.237
ZMUO.007594	Ptinidae	Ptinus rufipes	KJ965761	658[0n]	Finland	60.050	19.983
ZMUO.001646	Ptinidae	Ptinus rufipes	KJ964256	658[0n]	Finland	59.927	20.980
ZMUO.001892	Ptinidae	Ptinus rufipes	KJ966962	658[0n]	Finland	59.930	20.978
ZMUO.001472	Ptinidae	Ptinus subpillosus	KJ962467	538[0n]	Finland	60.093	20.528
ZMUO.001354	Ptinidae	Ptinus villiger	KJ963582	656[2n]	Finland	65.037	25.454
ZMUO.003393	Ptinidae	Ptinus villiger	KJ965035	657[1n]	Finland	65.332	25.737
ZMUO.000671	Cerambycidae	Purpuricenus kaehleri	KJ966756	658[0n]	Russia		
MP00168	Staphylinidae	Pycnoglypta lurida	HM909054	658[0n]	Finland	65.037	24.564
ZMUO.001703	Staphylinidae	Pycnoglypta lurida	KJ967247	658[0n]	Finland	65.033	25.418
MP00143	Pyrochroidae	Pyrochroa coccinea	HM909042	658[0n]	Finland	65.921	26.512
ZMUO.004812	Chrysomelidae	Pyrrhalta viburni	KJ963355	658[0n]	Finland	60.158	24.635
ZMUO.004482	Chrysomelidae	Pyrrhalta viburni	KJ962368	658[0n]	Finland	65.063	25.467
ZMUO.004483	Chrysomelidae	Pyrrhalta viburni	KJ966722	658[0n]	Finland	65.063	25.467
ZMUO.004484	Chrysomelidae	Pyrrhalta viburni	KJ962905	658[0n]	Finland	65.063	25.467
ZMUO.001937	Pythidae	Pytho depressus	KJ965444	658[0n]	Finland	68.793	27.111
ZMUO.005530	Pythidae	Pytho depressus	KJ962737	632[0n]	Finland	66.338	29.526
MP00433	Pythidae	Pytho depressus	KJ963216	658[0n]	Finland	65.069	25.512
ZMUO.006678	Pythidae	Pytho kolwensis	KJ961790	658[0n]	Finland	66.266	25.118
ZMUO.005736	Pythidae	Pytho kolwensis	KJ963518	658[0n]	Finland	66.266	25.118
ZMUO.005737	Pythidae	Pytho kolwensis	KJ963446	658[0n]	Finland	66.266	25.118
ZMUO.006797	Staphylinidae	Quedius boopoides	KJ961758	658[0n]	Finland	65.781	24.212
ZMUO.006798	Staphylinidae	Quedius boopoides	KJ966868	658[0n]	Finland	65.781	24.212
ZMUO.006921	Staphylinidae	Quedius boopoides	KJ967380	658[0n]	Finland	68.053	24.065
ZMUO.002462	Staphylinidae	Quedius boopoides	KJ963962	655[3n]	Finland	68.421	27.440
ZMUO.002463	Staphylinidae	Quedius boopoides	KJ964586	553[0n]	Finland	68.421	27.440
ZMUO.002464	Staphylinidae	Quedius boopoides	KJ962476	656[2n]	Finland	68.421	27.440
ZMUO.003360	Staphylinidae	Quedius boops	KJ965433	658[0n]	Finland	64.969	24.723
ZMUO.006948	Staphylinidae	Quedius boops	KJ964136	658[0n]	Finland	68.053	24.065
ZMUO.001477	Staphylinidae	Quedius boops	KJ967137	658[0n]	Finland	69.909	27.038
ZMUO.006242	Staphylinidae	Quedius brevicornis	KJ966479	658[0n]	Finland	66.146	25.951
ZMUO.002086	Staphylinidae	Quedius brevicornis	KJ964951	654[0n]	Finland	66.309	25.127
ZMUO.006241	Staphylinidae	Quedius brevis	KJ966287	658[0n]	Finland	65.832	24.900
ZMUO.001820	Staphylinidae	Quedius cinctus	KJ966209	658[0n]	Finland	60.070	19.960
ZMUO.001821	Staphylinidae	Quedius cinctus	KJ964225	658[0n]	Finland	60.070	19.960
ZMUO.004814	Staphylinidae	Quedius cruentus	KJ965301	658[0n]	Finland	60.580	27.202
ZMUO.002352	Staphylinidae	Quedius curtipennis	KJ966165	658[0n]	Finland	60.068	19.958
ZMUO.002960	Staphylinidae	Quedius fellmani	KJ962946	658[0n]	Finland	69.813	27.178
ZMUO.002961	Staphylinidae	Quedius fellmani	KJ962134	658[0n]	Finland	69.813	27.178
ZMUO.002962	Staphylinidae	Quedius fellmani	KJ963081	658[0n]	Finland	69.813	27.178
ZMUO.002963	Staphylinidae	Quedius fellmani	KJ965512	658[0n]	Finland	69.813	27.178
ZMUO.002964	Staphylinidae	Quedius fellmani	KJ967278	658[0n]	Finland	69.813	27.178
ZMUO.006785	Staphylinidae	Quedius fuliginosus	KJ963890	633[0n]	Finland	65.781	24.212
ZMUO.006686	Staphylinidae	Quedius fuliginosus	KJ962599	658[0n]	Finland	60.090	19.917
ZMUO.003949	Staphylinidae	Quedius fuliginosus	KJ962020	658[0n]	Finland	61.068	28.732
ZMUO.007038	Staphylinidae	Quedius fulvicollis	KJ967379	658[0n]	Finland	68.091	24.103
ZMUO.001243	Staphylinidae	Quedius fulvicollis	KJ963675	658[0n]	Finland	70.007	27.536
ZMUO.005817	Staphylinidae	Quedius levicollis	KJ965756	658[0n]	Sweden	56.528	16.532
ZMUO.001294	Staphylinidae	Quedius limbatus	KJ962563	658[0n]	Finland	66.369	29.317
ZMUO.002424	Staphylinidae	Quedius limbatus	KJ962330	658[0n]	Finland	65.063	25.471
ZMUO.006244	Staphylinidae	Quedius lundbergi	KJ963655	649[0n]	Finland	66.692	24.322
ZMUO.006205	Staphylinidae	Quedius lundbergi	KJ967007	658[0n]	Finland	66.691	24.321
ZMUO.006262	Staphylinidae	Quedius lundbergi	KJ961870	658[0n]	Finland	66.414	25.198
ZMUO.000634	Staphylinidae	Quedius maurus	KJ964220	658[0n]	Finland	65.116	25.829
ZMUO.004104	Staphylinidae	Quedius maurus	KJ964664	658[0n]	Finland	61.012	25.651
ZMUO.004105	Staphylinidae	Quedius maurus	KJ962800	658[0n]	Finland	61.012	25.651
ZMUO.005203	Staphylinidae	Quedius mesomelinus	KJ962963	622[0n]	Finland	60.180	24.705
ZMUO.005802	Staphylinidae	Quedius mesomelinus	KJ965891	658[0n]	Sweden	56.974	16.071
ZMUO.000630	Staphylinidae	Quedius molochinus	KJ963120	657[1n]	Finland	65.116	25.829
ZMUO.000828	Staphylinidae	Quedius nitipennis	KJ964859	658[0n]	Finland	60.435	26.870
ZMUO.003415	Staphylinidae	Quedius nitipennis	KJ961761	658[0n]	Finland	59.837	23.164
ZMUO.002336	Staphylinidae	Quedius nitipennis	KJ965521	658[0n]	Finland	64.969	24.720
ZMUO.002337	Staphylinidae	Quedius nitipennis	KJ961890	658[0n]	Finland	64.969	24.720
ZMUO.002085	Staphylinidae	Quedius plagiatus	KJ965434	658[0n]	Finland	66.309	25.127
ZMUO.004782	Staphylinidae	Quedius pseudolimbatus	KJ962418	658[0n]	Finland	66.482	25.663
ZMUO.003950	Staphylinidae	Quedius scitus	KJ965037	658[0n]	Finland	60.177	22.085
ZMUO.004745	Staphylinidae	Quedius scitus	KJ967052	658[0n]	Finland	60.290	22.198
ZMUO.001985	Staphylinidae	Quedius sp.	KJ962229	658[0n]	Finland	66.373	29.314
ZMUO.003069	Staphylinidae	Quedius tenellus	KJ964884	658[0n]	Finland	67.699	29.715
ZMUO.004070	Staphylinidae	Quedius umbrinus	KJ966143	648[1n]	Finland	60.190	25.137
ZMUO.000619	Staphylinidae	Quedius xanthopus	KJ963230	658[0n]	Finland	65.116	25.829
ZMUO.005204	Staphylinidae	Quedius xanthopus	KJ965850	632[0n]	Finland	60.180	24.705
ZMUO.003029	Salpingidae	Rabocerus foveolatus	KJ961857	658[0n]	Finland	67.699	29.715
ZMUO.003734	Eucnemidae	Rhacopus sahlbergi	KJ962817	658[0n]	Finland	65.906	24.458
ZMUO.001565	Cerambycidae	Rhagium inquisitor	KJ965144	658[0n]	Finland	64.244	30.379
ZMUO.001959	Cerambycidae	Rhagium inquisitor	KJ962550	657[1n]	Finland	67.294	29.495
ZMUO.005078	Cerambycidae	Rhagium inquisitor	KJ963013	658[0n]	Finland	61.472	27.380
ZMUO.003281	Cerambycidae	Rhagium mordax	KJ962620	658[0n]	Estonia	58.016	25.879
ZMUO.005488	Cerambycidae	Rhagium mordax	KJ963320	658[0n]	Finland	65.064	25.466
ZMUO.005114	Cerambycidae	Rhagium mordax	KJ965789	658[0n]	Finland	61.456	27.403
ZMUO.001907	Cerambycidae	Rhagium mordax	KJ965188	658[0n]	Finland	65.116	25.829
ZMUO.005562	Cerambycidae	Rhagium mordax	KJ963597	628[0n]	Sweden	56.748	16.548
ZMUO.005511	Cerambycidae	Rhagium sycophanta	KJ967423	628[0n]	Sweden	56.768	16.618
ZMUO.001975	Cantharidae	Rhagonycha atra	KJ965855	658[0n]	Finland	65.683	24.582
ZMUO.004030	Cantharidae	Rhagonycha atra	KJ962126	658[0n]	Finland	65.449	29.638
ZMUO.002474	Cantharidae	Rhagonycha atra	KJ962139	658[0n]	Finland	68.421	27.440
ZMUO.004178	Cantharidae	Rhagonycha elongata	KJ965231	658[0n]	Finland	64.244	30.379
ZMUO.005307	Cantharidae	Rhagonycha elongata	KJ964895	658[0n]	Finland	60.463	23.646
ZMUO.005202	Cantharidae	Rhagonycha fulva	KJ965344	632[0n]	Finland	60.189	24.816
ZMUO.004809	Cantharidae	Rhagonycha fulva	KJ966521	658[0n]	Finland	60.156	23.992
ZMUO.005187	Cantharidae	Rhagonycha fulva	KJ963936	658[0n]	Finland	60.189	24.816
ZMUO.006175	Cantharidae	Rhagonycha lignosa	KJ965541	658[0n]	Finland	60.003	20.157
ZMUO.001893	Cantharidae	Rhagonycha lignosa	KJ962536	658[0n]	Finland	59.930	20.978
ZMUO.004965	Cantharidae	Rhagonycha lignosa	KJ963903	658[0n]	Finland	60.175	24.702
ZMUO.005839	Cantharidae	Rhagonycha lignosa	KJ966711	658[0n]	Sweden	57.016	16.118
ZMUO.005852	Cantharidae	Rhagonycha lignosa	KJ964890	658[0n]	Sweden	57.016	16.118
ZMUO.005875	Cantharidae	Rhagonycha lutea	KJ963209	658[0n]	Sweden	56.794	16.571
ZMUO.004246	Cantharidae	Rhagonycha nigriventris	KJ964813	658[0n]	Estonia	58.584	23.569
ZMUO.001976	Cantharidae	Rhagonycha nigriventris	KJ962268	658[0n]	Finland	65.683	24.582
ZMUO.002425	Cantharidae	Rhagonycha nigriventris	KJ967327	658[0n]	Finland	65.063	25.471
ZMUO.004139	Cantharidae	Rhagonycha nigriventris	KJ966310	658[0n]	Finland	68.634	27.500
ZMUO.001436	Cantharidae	Rhagonycha nigriventris	KJ963327	658[0n]	Finland	60.232	20.077
ZMUO.003310	Cantharidae	Rhagonycha testacea	KJ967321	658[0n]	Estonia	58.278	27.328
ZMUO.004977	Cantharidae	Rhagonycha testacea	KJ967454	658[0n]	Finland	60.161	24.860
ZMUO.007280	Curculionidae	Rhamphus oxyacanthae	KJ965951	658[0n]	Finland	60.517	27.272
ZMUO.007281	Curculionidae	Rhamphus oxyacanthae	KJ966235	658[0n]	Finland	60.517	27.272
ZMUO.007282	Curculionidae	Rhamphus oxyacanthae	KJ964148	658[0n]	Finland	60.517	27.272
ZMUO.001978	Curculionidae	Rhamphus pulicarius	KJ962692	657[1n]	Finland	65.683	24.582
ZMUO.005218	Curculionidae	Rhamphus pulicarius	KJ962285	658[0n]	Finland	60.863	28.306
ZMUO.004218	Curculionidae	Rhamphus pulicarius	KJ962003	658[0n]	Finland	65.693	24.594
ZMUO.005910	Curculionidae	Rhamphus pulicarius	KJ963516	658[0n]	Finland	64.949	25.414
ZMUO.006545	Curculionidae	Rhamphus pulicarius	KJ964831	608[0n]	Finland	65.019	25.433
ZMUO.005855	Curculionidae	Rhamphus pulicarius	KJ967127	658[0n]	Sweden	57.016	16.118
ZMUO.004163	Dytiscidae	Rhantus exsoletus	KJ963574	658[0n]	Estonia	58.272	26.392
ZMUO.004164	Dytiscidae	Rhantus exsoletus	KJ962219	658[0n]	Estonia	58.272	26.392
ZMUO.004817	Dytiscidae	Rhantus exsoletus	KJ965787	658[0n]	Finland	60.168	24.640
ZMUO.006070	Dytiscidae	Rhantus exsoletus	KJ962525	658[0n]	Finland	62.352	30.878
ZMUO.004966	Dytiscidae	Rhantus exsoletus	KJ963849	658[0n]	Finland	60.175	24.702
ZMUO.005062	Dytiscidae	Rhantus exsoletus	KJ967170	622[0n]	Finland	60.176	19.788
ZMUO.004148	Dytiscidae	Rhantus frontalis	KJ963871	658[0n]	Estonia	58.272	26.392
ZMUO.004149	Dytiscidae	Rhantus frontalis	KJ963386	658[0n]	Estonia	58.272	26.392
ZMUO.005063	Dytiscidae	Rhantus frontalis	KJ965825	655[0n]	Finland	60.124	19.912
ZMUO.005189	Dytiscidae	Rhantus frontalis	KJ966838	615[0n]	Finland	60.163	24.721
ZMUO.005956	Dytiscidae	Rhantus frontalis	KJ963692	658[0n]	Sweden	56.938	16.406
ZMUO.005049	Dytiscidae	Rhantus grapii	KJ964798	658[0n]	Finland	60.206	21.844
ZMUO.003098	Dytiscidae	Rhantus grapii	KJ964154	658[0n]	Finland	61.562	26.049
ZMUO.005067	Dytiscidae	Rhantus suturalis	KJ963022	658[0n]	Finland	60.192	22.039
ZMUO.005996	Dytiscidae	Rhantus suturellus	KJ964484	658[0n]	Finland	61.562	26.049
ZMUO.003121	Dytiscidae	Rhantus suturellus	KJ963905	653[5n]	Finland	62.266	22.445
ZMUO.003384	Dytiscidae	Rhantus suturellus	KJ963371	658[0n]	Finland	65.237	26.232
ZMUO.005868	Curculionidae	Rhinocyllus conicus	KJ962254	658[0n]	Sweden	56.794	16.571
ZMUO.006424	Curculionidae	Rhinocyllus conicus	KJ962286	658[0n]	Sweden	56.750	16.547
ZMUO.005550	Curculionidae	Rhinoncus bruchoides	KJ962740	640[0n]	Finland	60.154	19.602
ZMUO.005672	Curculionidae	Rhinoncus bruchoides	KJ967422	658[0n]	Finland	60.165	19.534
ZMUO.005673	Curculionidae	Rhinoncus bruchoides	KJ967313	658[0n]	Finland	60.165	19.534
ZMUO.002427	Curculionidae	Rhinoncus bruchoides	KJ967348	658[0n]	Finland	65.063	25.471
ZMUO.000579	Curculionidae	Rhinoncus castor	KJ962270	658[0n]	Finland	64.969	24.720
ZMUO.004610	Curculionidae	Rhinoncus castor	KJ967499	658[0n]	Finland	64.958	25.251
ZMUO.004611	Curculionidae	Rhinoncus castor	KJ964756	658[0n]	Finland	64.958	25.251
ZMUO.004613	Curculionidae	Rhinoncus castor	KJ962894	658[0n]	Finland	64.970	24.725
ZMUO.004614	Curculionidae	Rhinoncus castor	KJ963314	658[0n]	Finland	64.970	24.725
ZMUO.004651	Curculionidae	Rhinoncus castor	KJ966921	658[0n]	Finland	64.970	24.725
ZMUO.004608	Curculionidae	Rhinoncus castor	KJ964538	658[0n]	Finland	60.900	27.128
ZMUO.004609	Curculionidae	Rhinoncus castor	KJ967191	658[0n]	Finland	60.900	27.128
ZMUO.004612	Curculionidae	Rhinoncus castor	KJ962895	658[0n]	Finland	61.067	28.190
ZMUO.004948	Curculionidae	Rhinoncus castor	KJ965726	658[0n]	Finland	60.166	24.735
ZMUO.004606	Curculionidae	Rhinoncus castor	KJ965581	658[0n]	Finland	60.254	22.126
ZMUO.004607	Curculionidae	Rhinoncus castor	KJ966668	658[0n]	Finland	60.254	22.126
ZMUO.007181	Curculionidae	Rhinoncus inconspectus	KJ964312	658[0n]	Finland	60.572	27.196
ZMUO.007182	Curculionidae	Rhinoncus inconspectus	KJ967251	658[0n]	Finland	60.572	27.196
ZMUO.000523	Curculionidae	Rhinoncus pericarpius	KJ965443	658[0n]	Finland	65.116	25.829
ZMUO.004601	Curculionidae	Rhinoncus pericarpius	KJ965073	658[0n]	Finland	60.003	20.159
ZMUO.004602	Curculionidae	Rhinoncus pericarpius	KJ967481	658[0n]	Finland	60.065	19.961
ZMUO.005018	Curculionidae	Rhinoncus pericarpius	KJ967046	658[0n]	Finland	60.164	24.715
MP00241	Curculionidae	Rhinoncus pericarpius	HM909079	658[0n]	Finland	62.401	30.925
ZMUO.004069	Curculionidae	Rhinoncus pericarpius	KJ964039	658[0n]	Finland	60.190	25.137
ZMUO.005424	Curculionidae	Rhinoncus pericarpius	KJ962710	658[0n]	Finland	61.475	27.382
ZMUO.003870	Curculionidae	Rhinoncus pericarpius	KJ966594	658[0n]	Finland	61.065	28.195
ZMUO.004605	Curculionidae	Rhinoncus pericarpius	KJ962801	658[0n]	Finland	61.067	28.190
